# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 21 10:45:31 2025
#
# User preference: *
#
# CONSTRAINT:  where (tran_flag = 1
# CONSTRAINT:  and pl_orbper not null
# CONSTRAINT:  and pl_orbpererr1 > 0
# CONSTRAINT:  and pl_rade not null
# CONSTRAINT:  and pl_radeerr1 > 0
# CONSTRAINT:  and pl_tranmid not null
# CONSTRAINT:  and pl_tranmiderr1 > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN tran_flag:      Detected by Transits
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Semi-Major Axis to Stellar Radius Upper Unc.
# COLUMN pl_ratdorlim:   Ratio of Semi-Major Axis to Stellar Radius Limit Flag
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_orblpererr1: Argument of Periastron Upper Unc. [deg]
# COLUMN pl_orblperlim:  Argument of Periastron Limit Flag
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_hmagerr1:    H (2MASS) Magnitude Upper Unc
# COLUMN sy_hmagerr2:    H (2MASS) Magnitude Lower Unc
#
pl_name,tran_flag,pl_orbper,pl_orbpererr1,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqtlim,pl_tranmid,pl_tranmiderr1,pl_tranmidlim,pl_trandur,pl_trandurerr1,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorlim,pl_orblper,pl_orblpererr1,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamplim,st_teff,st_tefferr1,st_tefflim,st_rad,st_raderr1,st_radlim,st_mass,st_masserr1,st_masslim,st_met,st_meterr1,st_metlim,rastr,ra,decstr,dec,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2
K2-416 b,1,13.10200000000,0.00260000000,0,0.0880000000,0.0100000000,0,2.66000000,0.19000000,0,1652.70771640,,1,,,,447.00,49.00,0,2458371.83840000,0.00180000,0,2.7700000,0.1300000,0,34.200000,3.800000,0,,,,,,,3746.00,72.00,0,0.554000,0.017000,0,0.548000,0.012000,0,,,,23h16m53.08s,349.2211822,-05d12m05.41s,-5.2015032,14.7940000,0.0330000,-0.0330000,10.9260000,0.0280000,-0.0280000
K2-417 b,1,6.53500000000,0.00140000000,0,0.0630000000,0.0060000000,0,3.31000000,0.14000000,0,699.22249540,,1,,,,558.00,55.00,0,2458373.03210000,0.00090000,0,2.0700000,0.1000000,0,23.400000,2.300000,0,,,,,,,3861.00,77.00,0,0.577600,0.004000,0,0.569000,0.012000,0,,,,23h20m34.02s,350.1417675,-10d02m11.72s,-10.0365901,13.9090000,0.0770000,-0.0770000,10.2780000,0.0230000,-0.0230000
K2-419 A b,1,20.35847252000,0.00000614000,0,0.1208000000,0.0016000000,0,10.55000000,0.39000000,0,196.00000000,15.00000000,0,0.042000,0.045000,0,377.00,11.00,0,2459553.71380000,0.00050000,0,3.5740000,0.0980000,0,48.460000,1.530000,0,0.9700,58.5600,0,67.00000,5.00000,0,3711.00,88.00,0,0.541000,0.017000,0,0.562000,0.024000,0,-0.1100,0.1200,0,09h00m04.68s,135.0194934,+13d16m25.34s,13.2737056,16.5200000,0.2000000,-0.2000000,12.7440000,0.0270000,-0.0270000
K2-42 b,1,6.68796000000,0.00093000000,0,0.0617000000,0.0013000000,0,2.15000000,0.24000000,0,5.27000000,,0,,,,,,,2456814.67630000,0.00520000,0,3.0400000,0.2000000,0,14.000000,5.100000,0,,,,,,,4613.00,71.00,0,0.643000,0.039000,0,0.702000,0.046000,0,,,,11h46m39.78s,176.6657559,-05d10m19.37s,-5.1720463,15.0060000,0.1260000,-0.1260000,12.3980000,0.0240000,-0.0240000
K2-43 b,1,3.47114900000,0.00010400000,0,0.0378400000,0.0006300000,0,4.51000000,0.44000000,0,18.50000000,,0,0.070000,0.149039,0,939.30,37.70,0,2456809.88430000,0.00071000,0,2.0448000,0.0720000,0,8.000000,0.490000,0,-25.1100,138.6445,0,,,,3840.60,98.80,0,0.563000,0.017267,0,0.556799,0.020632,0,,,,11h16m28.09s,169.1170280,-03d58m31.59s,-3.9754405,15.7480000,1.1330000,-1.1330000,11.7120000,0.0240000,-0.0240000
K2-43 c,1,2.19888400000,0.00002200000,0,,,,2.42000000,0.26000000,0,6.44000000,,0,,,,1093.70,43.90,0,2456810.40590000,0.00990000,0,1.4400000,0.1680000,0,5.900000,0.360000,0,,,,,,,3840.60,98.80,0,0.563000,0.017267,0,0.556799,0.020632,0,,,,11h16m28.09s,169.1170280,-03d58m31.59s,-3.9754405,15.7480000,1.1330000,-1.1330000,11.7120000,0.0240000,-0.0240000
K2-44 b,1,5.65700000000,0.00020000000,0,0.0600000000,0.0019000000,0,2.43300000,0.08900000,0,6.50000000,,0,,,,1211.00,154.00,0,2456811.70940000,0.00120000,0,4.2960000,0.0888000,0,9.377576,0.921681,0,,,,,,,5912.00,51.00,0,1.580000,0.150000,0,1.150000,0.060000,0,0.0000,,0,11h36m02.80s,174.0116610,-02d31m15.36s,-2.5209338,12.2700000,0.0690000,-0.0690000,10.6960000,0.0220000,-0.0220000
K2-46 b,1,19.15410000000,0.00410000000,0,0.1382100000,0.0009600000,0,2.05000000,0.24000000,0,4.86000000,,0,,,,889.00,88.00,0,2456815.33530000,0.00820000,0,6.7300000,0.3000000,0,18.822359,2.066112,0,,,,,,,6256.00,37.00,0,1.290000,0.120000,0,0.960000,0.020000,0,-0.3200,0.0800,0,11h37m03.90s,174.2662454,-00d54m25.96s,-0.9072100,12.1440000,0.0690000,-0.0690000,10.7610000,0.0210000,-0.0210000
K2-47 b,1,31.63720000000,0.00880000000,0,0.1779000000,0.0016000000,0,1.89000000,0.26000000,0,4.23000000,,0,,,,,,,2456825.70300000,0.01400000,0,4.0000000,0.8700000,0,46.800000,17.100000,0,,,,,,,5054.00,82.00,0,0.760000,0.030000,0,0.750000,0.020000,0,-0.2240,0.1760,0,11h14m19.82s,168.5825696,+02d46m50.02s,2.7805614,14.0650000,0.1140000,-0.1140000,11.8560000,0.0260000,-0.0260000
K2-48 b,1,20.50650000000,0.00350000000,0,0.1344000000,0.0012000000,0,2.24000000,0.24000000,0,5.65000000,,0,,,,,,,2456817.48590000,0.00700000,0,3.0100000,0.2700000,0,42.000000,15.800000,0,,,,,,,4899.00,78.00,0,0.730000,0.020000,0,0.770000,0.020000,0,-0.1900,0.0600,0,11h44m29.59s,176.1233077,+03d16m20.57s,3.2723812,14.3450000,0.0800000,-0.0800000,11.9030000,0.0250000,-0.0250000
K2-49 b,1,2.77065000000,0.00015000000,0,0.0309000000,0.0029000000,0,1.93000000,0.53000000,0,4.38000000,,0,,,,,,,2456810.02030000,0.00260000,0,2.3070000,0.0860000,0,8.530000,2.260000,0,,,,,,,4175.00,97.00,0,0.450000,0.120000,0,0.510000,0.140000,0,,,,11h49m16.86s,177.3202331,+03d28m31.87s,3.4755183,15.6680000,0.0840000,-0.0840000,12.8730000,0.0250000,-0.0250000
K2-5 b,1,5.73594000000,0.00064000000,0,0.0532000000,0.0038000000,0,1.91000000,0.44000000,0,4.31000000,,0,,,,565.00,84.00,0,2456808.86000000,0.00480000,0,2.6540000,0.6070000,0,14.000000,4.040000,0,,,,,,,3930.00,375.00,0,0.570000,0.120000,0,0.610000,0.130000,0,-0.3300,0.1900,0,11h17m12.83s,169.3034598,-01d52m40.17s,-1.8778254,14.9740000,0.2750000,-0.2750000,11.7580000,0.0220000,-0.0220000
K2-5 c,1,10.93241000000,0.00134000000,0,0.0818000000,0.0059000000,0,2.26000000,0.62000000,0,5.73000000,,0,,,,456.00,68.00,0,2456814.60100000,0.00520000,0,3.4980000,1.4200000,0,15.600000,11.600000,0,,,,,,,3930.00,375.00,0,0.570000,0.120000,0,0.610000,0.130000,0,-0.3300,0.1900,0,11h17m12.83s,169.3034598,-01d52m40.17s,-1.8778254,14.9740000,0.2750000,-0.2750000,11.7580000,0.0220000,-0.0220000
K2-50 b,1,8.75290000000,0.00130000000,0,0.0705000000,0.0022000000,0,1.59000000,0.24000000,0,3.15000000,,0,,,,,,,2456810.33110000,0.00740000,0,2.6800000,0.2600000,0,20.600000,7.700000,0,,,,,,,4326.00,128.00,0,0.546000,0.050000,0,0.611000,0.056000,0,-0.1132,0.0597,0,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,14.7050000,0.1600000,-0.1600000,11.7650000,0.0230000,-0.0230000
K2-52 b,1,3.53505500000,0.00001700000,0,0.0540000000,0.0020000000,0,18.00000000,2.20000000,0,,,,,,,2004.00,184.00,0,2456896.02618000,0.00108000,0,5.3280000,0.0720000,0,5.200000,0.200000,0,,,,,,,7147.00,483.00,0,2.192000,0.280000,0,1.691000,0.157000,0,0.0550,0.1540,0,16h26m26.74s,246.6114157,-24d58m11.81s,-24.9699462,15.9300000,0.0300000,-0.0300000,12.1260000,0.0220000,-0.0220000
K2-53 b,1,12.20772000000,0.00012300000,0,0.0980000000,0.0010000000,0,2.60000000,0.10000000,0,7.27000000,,0,,,,665.00,13.00,0,2456896.38582000,0.00189000,0,3.4800000,0.0720000,0,26.300000,0.400000,0,,,,,,,5263.00,88.00,0,0.807000,0.016000,0,0.851000,0.032000,0,-0.0370,0.0520,0,16h16m34.07s,244.1419684,-20d24m02.15s,-20.4005984,12.6340000,0.0570000,-0.0570000,9.8260000,0.0240000,-0.0240000
K2-54 b,1,9.78330000000,0.00130000000,0,0.0761000000,0.0013000000,0,2.61169250,0.21297063,0,7.33000000,,0,0.240000,0.400000,0,560.00,45.00,0,2457012.28750000,0.00280000,0,2.7888000,0.1776000,0,25.400000,1.300000,0,-43.0000,93.0000,0,,,,3798.00,113.00,0,0.637521,0.020272,0,0.617687,0.021017,0,-0.0200,0.9500,0,22h32m13.00s,338.0541631,-17d32m38.63s,-17.5440636,14.5420000,0.1370000,-0.1370000,11.2310000,0.0440000,-0.0440000
K2-55 b,1,2.84925800000,0.00003300000,0,0.0348600000,0.0007800000,0,3.82000000,0.32000000,0,14.00000000,,0,0.070000,0.130000,0,912.00,,0,2456983.42298000,0.00040000,0,2.0060000,0.0220000,0,10.500000,0.600000,0,23.9000,115.4000,0,,,,4456.00,148.00,0,0.630000,0.050000,0,0.696000,0.047000,0,,,,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,13.5190000,0.0920000,-0.0920000,10.6150000,0.0240000,-0.0240000
K2-57 b,1,9.00730000000,0.00120000000,0,0.0752000000,0.0012000000,0,2.30905002,0.16813471,0,5.94000000,,0,0.250000,0.380000,0,635.80,6.80,0,2457011.35680000,0.00230000,0,2.5800000,0.1344000,0,24.090000,0.760000,0,-20.0000,110.0000,0,,,,4434.00,61.00,0,0.671000,0.023000,0,0.699000,0.034000,0,0.0800,0.2000,0,22h50m46.04s,342.6918241,-14d04m12.00s,-14.0700007,14.4140000,0.1030000,-0.1030000,11.7610000,0.0220000,-0.0220000
K2-58 b,1,7.05254000000,0.00032000000,0,0.0692000000,0.0021000000,0,2.68000000,0.37000000,0,7.65000000,,0,,,,,,,2456986.97630000,0.00150000,0,1.8990000,0.0770000,0,23.900000,7.000000,0,,,,,,,5413.00,255.00,0,0.860000,0.100000,0,0.890000,0.080000,0,0.1100,0.0800,0,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,12.4150000,0.0570000,-0.0570000,10.3140000,0.0230000,-0.0230000
K2-58 c,1,2.53726000000,0.00017000000,0,0.0350000000,0.0011000000,0,1.62000000,0.23000000,0,3.26000000,,0,,,,,,,2456982.12000000,0.00230000,0,1.9960000,0.0820000,0,7.914045,1.327233,0,,,,,,,5413.00,255.00,0,0.860000,0.100000,0,0.890000,0.080000,0,0.1100,0.0800,0,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,12.4150000,0.0570000,-0.0570000,10.3140000,0.0230000,-0.0230000
K2-58 d,1,22.88270000000,0.00400000000,0,0.1517000000,0.0046000000,0,1.71000000,0.25000000,0,3.57000000,,0,,,,,,,2456998.07030000,0.00520000,0,3.2000000,0.2200000,0,48.667611,6.434023,0,,,,,,,5413.00,255.00,0,0.860000,0.100000,0,0.890000,0.080000,0,0.1100,0.0800,0,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,12.4150000,0.0570000,-0.0570000,10.3140000,0.0230000,-0.0230000
K2-59 b,1,20.69210000000,0.00330000000,0,0.1354000000,0.0043000000,0,2.41000000,0.31000000,0,6.39000000,,0,,,,,,,2456987.06030000,0.00430000,0,2.7600000,0.1800000,0,63.000000,19.000000,0,,,,,,,5055.00,93.00,0,0.731000,0.072000,0,0.774000,0.073000,0,,,,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,14.2660000,0.1140000,-0.1140000,11.9810000,0.0220000,-0.0220000
K2-59 c,1,11.29540000000,0.00100000000,0,0.0905000000,0.0028000000,0,2.30000000,0.29000000,0,5.90000000,,0,,,,,,,2456986.70950000,0.00290000,0,1.7500000,0.1200000,0,44.000000,12.200000,0,,,,,,,5055.00,93.00,0,0.731000,0.072000,0,0.774000,0.073000,0,,,,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,14.2660000,0.1140000,-0.1140000,11.9810000,0.0220000,-0.0220000
K2-6 b,1,30.94191000000,0.00467000000,0,0.1898000000,0.0056000000,0,2.50000000,0.88000000,0,6.80000000,,0,,,,615.00,105.00,0,2456827.50140000,0.00900000,0,5.2800000,0.1920000,0,50.270000,24.560000,0,,,,,,,5850.00,79.00,0,0.960000,0.140000,0,0.970000,0.070000,0,-0.1400,0.1700,0,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,12.6600000,0.0690000,-0.0690000,11.0900000,0.0210000,-0.0210000
K2-60 b,1,3.00265000000,0.00004000000,0,0.0450000000,0.0030000000,0,7.65574700,0.41473300,0,135.39558000,11.75971000,0,0.000000,,0,1400.00,50.00,0,2456928.05930000,0.00070000,0,3.0800000,0.1000000,0,7.780000,0.170000,0,,,,61.00000,2.60000,0,5500.00,100.00,0,1.120000,0.050000,0,0.970000,0.070000,0,0.0100,0.1100,0,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,12.8570000,0.0570000,-0.0570000,11.0850000,0.0250000,-0.0250000
K2-61 b,1,2.57302000000,0.00020000000,0,0.0392000000,0.0024000000,0,2.48000000,0.79000000,0,6.71000000,,0,,,,,,,2456983.21960000,0.00270000,0,2.3300000,0.1500000,0,6.240000,2.060000,0,,,,,,,6293.00,338.00,0,1.360000,0.410000,0,1.210000,0.220000,0,0.1700,0.0800,0,22h38m41.96s,339.6748444,-13d33m36.16s,-13.5600447,13.1730000,0.0800000,-0.0800000,11.4230000,0.0210000,-0.0210000
K2-62 b,1,6.67202000000,0.00028000000,0,0.0636000000,0.0014000000,0,2.14000000,0.21000000,0,5.22000000,,0,,,,,,,2456982.68430000,0.00160000,0,1.4100000,0.1400000,0,29.874248,3.767019,0,,,,,,,4880.00,216.00,0,0.730000,0.050000,0,0.770000,0.050000,0,-0.2900,0.0800,0,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776,12.3910000,0.0800000,-0.0800000,9.8110000,0.0250000,-0.0250000
K2-62 c,1,16.19660000000,0.00120000000,0,0.1148000000,0.0025000000,0,2.14000000,0.22000000,0,5.22000000,,0,,,,,,,2456991.54420000,0.00240000,0,1.2900000,0.1200000,0,76.726395,13.464426,0,,,,,,,4880.00,216.00,0,0.730000,0.050000,0,0.770000,0.050000,0,-0.2900,0.0800,0,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776,12.3910000,0.0800000,-0.0800000,9.8110000,0.0250000,-0.0250000
K2-63 b,1,20.25700000000,0.00720000000,0,0.1627000000,0.0097000000,0,3.22000000,0.99000000,0,10.50000000,,0,,,,,,,2456989.59290000,0.00990000,0,5.4900000,0.4200000,0,26.600000,8.200000,0,,,,,,,6771.00,303.00,0,1.630000,0.480000,0,1.400000,0.250000,0,,,,22h13m42.43s,333.4267738,-12d03m58.83s,-12.0663429,12.9800000,0.0920000,-0.0920000,11.3200000,0.0210000,-0.0210000
K2-63 c,1,25.45560000000,0.00470000000,0,0.1890000000,0.0110000000,0,3.90000000,1.20000000,0,14.50000000,,0,,,,,,,2456983.64540000,0.00600000,0,4.2400000,0.2800000,0,36.500000,10.900000,0,,,,,,,6771.00,303.00,0,1.630000,0.480000,0,1.400000,0.250000,0,,,,22h13m42.43s,333.4267738,-12d03m58.83s,-12.0663429,12.9800000,0.0920000,-0.0920000,11.3200000,0.0210000,-0.0210000
K2-64 b,1,6.53044000000,0.00067000000,0,0.0619000000,0.0019000000,0,2.07000000,0.26000000,0,4.94000000,,0,,,,,,,2456986.19180000,0.00330000,0,3.0600000,0.1200000,0,13.900000,4.000000,0,,,,,,,5312.00,82.00,0,0.726000,0.080000,0,0.741000,0.069000,0,,,,22h09m39.32s,332.4138478,-11d25m43.21s,-11.4286687,14.1320000,0.0920000,-0.0920000,12.2580000,0.0230000,-0.0230000
K2-65 b,1,12.64750000000,0.00130000000,0,0.1014000000,0.0039000000,0,1.58000000,0.38000000,0,3.12000000,,0,,,,,,,2456986.33030000,0.00310000,0,3.4300000,0.3500000,0,28.897357,2.999707,0,,,,,,,5213.00,336.00,0,0.840000,0.120000,0,0.870000,0.100000,0,-0.3400,0.0800,0,22h12m51.00s,333.2125206,-10d55m34.09s,-10.9261373,10.7100000,0.0300000,-0.0300000,8.4570000,0.0330000,-0.0330000
K2-66 b,1,5.06963000000,0.00081000000,0,0.0598300000,0.0007200000,0,2.49000000,0.34000000,0,21.30000000,3.60000000,0,0.000000,,0,1372.00,51.00,0,2456984.00900000,0.00500000,0,4.7100000,0.4500000,0,7.874000,0.898000,0,,,,7.40000,1.20000,0,5887.00,46.00,0,1.670000,0.120000,0,1.110000,0.040000,0,-0.0470,0.0200,0,22h06m06.40s,331.5266563,-10d42m41.53s,-10.7115362,11.7100000,0.0260000,-0.0260000,10.6640000,0.0260000,-0.0260000
K2-68 b,1,8.05428000000,0.00082000000,0,0.0708000000,0.0031000000,0,1.58000000,0.23000000,0,3.12000000,,0,,,,,,,2456982.32810000,0.00380000,0,2.7200000,0.1100000,0,19.902276,2.299437,0,,,,,,,4746.00,96.00,0,0.675000,0.086000,0,0.730000,0.096000,0,-0.2100,0.0800,0,22h16m04.69s,334.0195539,-10d34m02.51s,-10.5673649,12.9870000,0.1030000,-0.1030000,10.6510000,0.0210000,-0.0210000
K2-69 b,1,7.06599000000,0.00050000000,0,0.0591000000,0.0025000000,0,2.32000000,0.36000000,0,5.99000000,,0,,,,,,,2456982.78250000,0.00230000,0,1.6200000,0.1100000,0,27.600000,11.700000,0,,,,,,,4127.00,190.00,0,0.491000,0.065000,0,0.551000,0.071000,0,,,,22h23m02.32s,335.7596816,-10d29m19.25s,-10.4886817,16.0240000,0.2400000,-0.2400000,11.9330000,0.0250000,-0.0250000
K2-7 b,1,28.67810000000,0.00460000000,0,0.1867000000,0.0056000000,0,4.03523305,0.30264248,0,15.30000000,,0,0.240000,0.400000,0,786.00,14.00,0,2456853.29460000,0.00460000,0,7.5816000,0.2304000,0,26.300000,1.700000,0,-30.0000,110.0000,0,,,,5766.33,29.67,0,1.596678,0.014684,0,1.050000,0.050000,0,0.0490,0.1200,0,11h08m22.50s,167.0937488,-01d03m57.08s,-1.0658550,13.4530000,0.0920000,-0.0920000,11.6280000,0.0230000,-0.0230000
K2-70 b,1,13.97896000000,0.00095000000,0,0.1112000000,0.0040000000,0,2.89000000,0.47000000,0,8.70000000,,0,,,,,,,2456984.44350000,0.00210000,0,3.5200000,0.1000000,0,29.574869,2.904198,0,,,,,,,5622.00,268.00,0,0.930000,0.140000,0,0.940000,0.100000,0,0.0600,0.0800,0,22h33m54.22s,338.4759328,-10d05m05.97s,-10.0849917,13.0740000,0.0920000,-0.0920000,10.9350000,0.0220000,-0.0220000
K2-71 b,1,6.98541000000,0.00075000000,0,0.0559000000,0.0025000000,0,2.15000000,0.33000000,0,5.27000000,,0,,,,,,,2456987.37850000,0.00310000,0,1.4100000,0.1500000,0,,,,,,,,,,4006.00,133.00,0,0.426000,0.049000,0,0.477000,0.063000,0,,,,22h46m53.97s,341.7248656,-09d52m53.80s,-9.8816109,16.1400000,0.2000000,-0.2000000,11.9270000,0.0260000,-0.0260000
K2-72 b,1,5.57721200000,0.00041700000,0,0.0400000000,0.0040000000,0,1.08000000,0.11000000,0,1.28000000,,0,0.110000,0.196982,0,,,,2457010.37600000,0.00200000,0,1.6700000,0.1600000,0,24.160000,3.280000,0,7.4900,119.6642,0,,,,3360.47,87.24,0,0.330989,0.030366,0,0.271365,0.079196,0,,,,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,15.3700000,0.1260000,-0.1260000,11.1220000,0.0220000,-0.0220000
K2-72 c,1,15.18903400000,0.00312800000,0,0.0780000000,0.0070000000,0,1.16000000,0.13000000,0,1.65000000,,0,0.110000,0.201970,0,,,,2456989.46500000,0.00500000,0,2.1500000,0.2400000,0,47.820000,7.400000,0,16.8300,112.5906,0,,,,3360.47,87.24,0,0.330989,0.030366,0,0.271365,0.079196,0,,,,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,15.3700000,0.1260000,-0.1260000,11.1220000,0.0220000,-0.0220000
K2-72 d,1,7.76017800000,0.00149600000,0,0.0500000000,0.0040000000,0,1.01000000,0.12000000,0,1.01000000,,0,0.110000,0.207832,0,,,,2456984.78800000,0.00800000,0,1.4500000,0.2400000,0,29.910000,5.160000,0,14.2800,113.9307,0,,,,3360.47,87.24,0,0.330989,0.030366,0,0.271365,0.079196,0,,,,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,15.3700000,0.1260000,-0.1260000,11.1220000,0.0220000,-0.0220000
K2-72 e,1,24.15886800000,0.00372600000,0,0.1060000000,0.0090000000,0,1.29000000,0.14000000,0,2.21000000,,0,0.110000,0.198676,0,,,,2456987.05400000,0.00500000,0,2.2500000,0.3400000,0,64.530000,9.140000,0,11.3900,117.9131,0,,,,3360.47,87.24,0,0.330989,0.030366,0,0.271365,0.079196,0,,,,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084,15.3700000,0.1260000,-0.1260000,11.1220000,0.0220000,-0.0220000
K2-73 b,1,7.49543000000,0.00059000000,0,0.0761900000,0.0007200000,0,2.45000000,0.21000000,0,6.57000000,,0,,,,,,,2456987.67410000,0.00230000,0,3.6200000,0.0850000,0,15.108184,1.394212,0,,,,,,,5922.00,76.00,0,1.060000,0.070000,0,1.050000,0.030000,0,0.0900,0.0800,0,22h20m06.16s,335.0256620,-09d03m21.92s,-9.0560881,11.3450000,0.0340000,-0.0340000,10.3820000,0.0220000,-0.0220000
K2-74 b,1,19.56660000000,0.00330000000,0,0.1402000000,0.0015000000,0,2.31000000,0.19000000,0,5.95000000,,0,,,,,,,2456997.99920000,0.00450000,0,5.1200000,0.1500000,0,26.134571,3.311844,0,,,,,,,6060.00,86.00,0,0.980000,0.060000,0,0.960000,0.030000,0,-0.2100,0.0800,0,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697,12.7150000,0.0570000,-0.0570000,11.1770000,0.0260000,-0.0260000
K2-75 b,1,7.81420000000,0.00210000000,0,0.0810000000,0.0014000000,0,2.67000000,0.32000000,0,7.61000000,,0,,,,,,,2456983.45100000,0.01000000,0,5.4800000,0.3100000,0,10.300000,3.200000,0,,,,,,,5995.00,94.00,0,1.560000,0.150000,0,1.160000,0.060000,0,0.3000,0.0800,0,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,12.8030000,0.0570000,-0.0570000,11.2830000,0.0260000,-0.0260000
K2-75 c,1,18.31100000000,0.01400000000,0,0.1429000000,0.0025000000,0,2.77000000,0.38000000,0,8.10000000,,0,,,,,,,2456992.71500000,0.02700000,0,6.4200000,0.8500000,0,21.419376,2.368675,0,,,,,,,5995.00,94.00,0,1.560000,0.150000,0,1.160000,0.060000,0,0.3000,0.0800,0,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950,12.8030000,0.0570000,-0.0570000,11.2830000,0.0260000,-0.0260000
